Make,Model,Kilometer,Fuel Type,Transmission,Location,Owner,Seller Type,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Car_Age,Engine (cc),Max Power (BHP),Max Power (RPM)
14,326,54200,2,0,28,1,2,0,4600,2069,1724,7,70,5,1999,177,4000
23,832,33000,6,0,56,1,2,1,4280,1767,1591,5,52,12,1692,129,4835
7,229,51292,6,1,68,1,2,1,4440,1695,1495,5,40,8,1497,117,6600
6,459,89000,2,1,29,3,2,1,3886,1695,1525,5,40,10,1498,99,3750
30,494,55000,6,1,29,1,2,1,3995,1745,1510,5,37,6,1197,82,6000
21,344,71000,6,0,14,4,2,2,5063,1860,1494,5,80,37,1991,181,5500
8,71,20000,2,1,33,1,2,1,4500,1790,1675,7,50,4,1493,113,4000
7,233,68500,6,1,1,1,2,1,4440,1695,1495,5,40,9,1497,117,6600
8,744,99000,2,0,15,1,1,0,4690,1880,1690,7,64,11,2199,194,3800
30,567,110000,2,0,15,1,1,2,4735,1830,1795,7,55,7,2755,172,3400
30,492,19244,6,1,76,1,2,1,3995,1745,1510,5,37,6,1197,82,6000
19,943,19000,6,1,73,1,2,1,3655,1620,1675,5,32,5,1197,82,6000
8,744,75000,2,0,15,3,2,0,4690,1880,1690,7,64,10,2199,194,3800
30,550,29000,2,1,6,1,2,2,4735,1830,1795,7,55,4,2393,148,3400
0,57,60000,2,0,56,3,2,1,4915,1874,1455,5,65,12,1968,177,3750
19,817,80000,6,1,51,3,2,1,3850,1695,1530,5,42,10,1197,85,6000
15,612,54500,6,0,15,3,2,0,4640,1845,1645,5,56,7,2494,194,5700
30,569,38000,2,0,45,1,2,2,4735,1830,1795,7,55,4,2393,148,3400
21,477,16785,6,0,6,1,2,2,4658,1890,1644,5,66,4,1991,194,5500
19,920,52000,2,1,15,3,2,1,3995,1790,1640,5,48,9,1248,89,4000
8,747,76000,0,1,15,1,2,1,3565,1525,1590,5,35,12,1086,62,5500
8,401,42678,6,1,45,1,2,1,3985,1734,1505,5,45,6,1197,82,6000
7,223,95000,6,0,24,3,2,1,4420,1695,1480,5,42,15,1497,118,6600
25,331,65000,2,1,15,3,2,1,4315,1822,1695,5,50,9,1461,108,3900
31,831,31000,6,0,27,1,2,1,4221,1760,1612,5,50,4,999,114,5000
19,87,82682,6,1,56,1,2,1,3620,1475,1460,5,35,11,998,67,6200
8,1037,70500,2,1,31,1,2,1,3995,1760,1555,5,45,9,1396,89,4000
16,530,10000,6,0,20,1,2,1,4720,1835,1760,6,60,4,1451,141,5000
25,594,57159,6,1,73,1,2,1,3679,1579,1478,5,28,9,799,53,5678
1,8,82000,2,0,44,1,2,2,4624,2031,1429,5,52,11,1995,184,4000
14,319,120000,2,0,15,1,2,0,4838,1915,1837,7,82,9,2993,245,4000
18,846,17000,2,1,56,1,2,0,3985,1820,1844,4,57,4,2184,130,3750
7,223,40000,6,0,56,3,2,1,4440,1695,1485,5,42,13,1497,116,6600
8,398,58100,6,1,39,1,2,1,3985,1734,1505,5,45,5,1197,82,6000
30,467,12749,2,1,36,1,2,0,4705,1840,1850,7,80,13,2982,169,3600
8,745,83466,2,0,29,1,2,0,4660,1890,1760,7,70,12,2199,195,4000
18,763,86000,2,1,57,3,2,2,4456,1820,1930,8,60,10,2523,75,3200
21,154,60921,6,0,56,3,2,2,4686,1810,1442,5,66,10,1991,181,5500
0,663,78000,2,0,1,1,2,0,4629,1898,1653,5,75,11,1968,174,4200
8,906,53000,6,1,45,1,1,1,4370,1700,1475,5,43,13,1591,121,6300
25,590,34736,6,1,27,1,2,1,3679,1579,1478,5,28,9,999,67,5500
29,524,14400,2,1,1,1,2,1,4598,1894,1706,5,50,5,1956,168,3750
18,842,85000,2,1,3,3,2,0,3920,1710,1930,7,60,10,2498,105,3800
31,880,80000,6,1,15,3,2,1,4280,1767,1591,5,52,14,1692,129,4835
0,40,77590,6,0,15,1,2,1,4456,1796,1416,5,50,7,1395,148,5000
6,611,25000,6,0,11,4,2,2,4784,2080,1391,4,60,8,4951,396,6500
10,450,40545,2,0,1,1,2,0,4731,2071,1651,5,82,7,1999,177,4000
19,705,80000,2,1,32,0,2,1,3715,1680,1620,5,43,16,1248,75,4000
19,84,56852,0,1,32,3,2,1,3495,1475,1460,5,35,16,796,39,6200
19,316,42000,6,0,45,1,2,1,3995,1735,1515,5,37,7,1197,82,6000
27,696,55000,6,0,56,3,2,1,4413,1699,1466,5,55,7,1598,104,5200
27,793,53000,6,0,15,3,2,1,4838,1817,1482,5,60,11,1798,158,4500
17,264,17000,2,0,15,1,2,1,3821,1727,1414,5,44,7,1496,114,4000
30,461,50000,2,0,45,1,2,2,4795,1855,1835,7,80,5,2755,174,3400
18,1013,70000,2,1,54,4,2,1,4520,1850,1895,8,55,13,2489,95,3600
19,913,75793,2,1,50,1,2,1,3995,1790,1640,5,48,8,1248,89,4000
15,595,34000,6,0,45,3,1,1,4280,1767,1591,5,52,18,1692,129,4835
32,731,89311,2,0,27,1,2,1,4635,1865,1484,5,67,13,1984,165,3500
19,914,80000,2,1,44,1,2,1,3995,1790,1640,5,48,7,1248,89,4000
24,603,38000,6,0,1,1,2,0,4696,1923,1624,5,65,5,2995,349,5400
30,461,69500,2,0,15,3,2,2,4795,1855,1835,7,80,6,2755,174,3400
19,937,66794,6,1,36,1,2,1,3599,1495,1700,5,35,7,998,67,6200
24,602,27000,6,0,27,1,1,0,4696,1923,1624,5,65,6,1984,248,5000
19,134,35616,6,0,56,1,2,1,3995,1745,1500,5,37,8,1197,83,6000
19,375,64000,6,1,59,1,2,2,3675,1475,1800,5,40,10,1196,73,6000
19,134,7000,6,0,11,1,2,1,3995,1745,1500,5,37,5,1197,83,6000
19,937,45000,6,1,59,1,2,1,3599,1495,1700,5,35,10,998,67,6200
19,419,9000,6,1,15,1,2,1,4296,1695,1685,7,45,8,1373,94,6000
19,928,67738,0,1,15,3,2,1,3599,1495,1700,5,35,10,998,58,6200
30,492,11030,6,1,6,1,2,1,3995,1745,1510,5,37,4,1197,82,6000
8,1030,49123,6,1,54,1,2,1,3585,1595,1550,5,35,10,1197,79,6000
1,2,125000,2,0,1,1,2,1,4280,1767,1591,5,52,13,1692,129,4835
19,798,46000,2,1,8,1,2,1,3995,1695,1555,5,42,7,1248,74,4000
21,708,65000,6,0,14,3,2,1,4280,1767,1591,5,52,25,1692,129,4835
19,914,64000,2,1,39,1,2,1,3995,1790,1640,5,48,7,1248,89,4000
19,726,7942,6,1,68,1,2,1,3565,1520,1564,5,27,4,998,67,5500
19,76,52100,6,1,39,1,2,1,3395,1490,1475,5,35,8,796,47,6000
27,692,32809,2,1,12,1,2,1,4386,1699,1466,5,55,6,1598,105,4400
30,464,101000,2,0,30,1,2,2,4705,1840,1850,7,80,11,2982,169,3600
0,38,40500,2,0,45,1,2,1,4456,1796,1416,5,50,9,1968,141,3500
11,263,25700,6,1,33,1,1,1,4395,1818,1640,5,60,4,1368,160,5500
21,599,85000,2,0,15,3,2,0,4804,2141,1796,5,70,11,2143,203,4200
8,386,17268,6,1,49,1,2,1,3985,1734,1505,5,45,8,1197,82,6000
19,133,68000,6,1,51,1,2,1,3995,1745,1500,5,37,8,1197,83,6000
8,1039,30000,6,1,53,4,2,1,4280,1767,1591,5,52,14,1692,129,4835
11,259,57000,2,1,56,1,2,1,4395,1818,1640,5,60,5,1692,129,4835
19,805,44100,6,0,45,1,1,1,3995,1695,1555,5,42,8,1197,83,6000
14,318,91840,2,0,45,3,2,1,4280,1767,1591,5,52,12,1692,129,4835
8,1039,115000,6,1,12,4,2,1,3940,1710,1505,5,45,16,1197,80,5200
8,1042,23000,6,1,1,1,2,1,3995,1710,1505,5,45,11,1197,83,6000
1,15,58000,2,0,45,1,2,2,4899,2094,1464,5,52,11,1995,184,4000
21,482,95786,2,0,15,1,2,0,4819,2141,1796,5,93,7,2143,201,3800
0,659,95401,2,0,6,1,2,0,4385,1831,1608,5,64,9,1968,174,4200
12,775,7000,6,0,6,1,2,1,4315,1800,1645,5,50,5,1353,138,6000
8,382,24000,6,0,45,1,2,1,4620,1800,1465,5,50,8,1999,150,6200
19,940,68000,6,1,32,1,2,1,3539,1495,1700,5,35,13,998,68,6200
8,67,41273,6,1,45,1,2,1,4250,1670,1370,5,45,10,1495,94,5500
0,667,66000,2,0,11,1,2,1,4280,1767,1591,5,52,7,1692,129,4835
8,301,65954,2,1,56,1,2,1,4270,1780,1665,5,55,7,1582,126,4000
8,1034,28000,6,1,45,1,2,1,3585,1595,1550,5,35,9,1197,79,6000
19,730,38848,6,1,52,1,2,1,3565,1520,1564,5,27,4,998,67,5500
30,550,30000,2,1,11,1,2,2,4735,1830,1795,7,55,8,2393,148,3400
15,359,27000,4,0,45,1,2,1,4975,1865,1445,5,50,5,2487,176,5700
19,800,69000,6,1,20,1,2,1,3995,1695,1555,5,42,8,1197,83,6000
8,1036,22700,6,1,45,1,2,1,3995,1760,1555,5,45,9,1197,82,6000
7,249,9212,6,1,54,1,2,1,4280,1767,1591,5,52,11,1692,129,4835
0,662,41000,2,0,27,3,2,0,4385,1831,1608,5,64,6,1968,184,3500
18,760,100000,2,1,45,3,2,2,4456,1820,1995,8,60,11,2179,120,4000
19,199,13066,6,1,6,1,2,1,4490,1730,1485,5,43,7,1373,91,6000
25,335,75000,2,1,32,1,2,1,4315,1822,1695,5,50,10,1461,84,3750
19,727,53241,6,1,43,1,2,1,3565,1520,1564,5,27,6,998,67,5500
17,276,12000,6,0,15,1,2,1,4299,1822,1557,5,47,4,1998,189,4400
7,222,65000,6,1,11,1,2,1,4440,1695,1485,5,42,12,1497,116,6600
30,465,97000,2,1,30,3,2,2,4705,1840,1850,7,80,13,2982,169,3600
30,564,49000,6,0,15,3,2,2,4735,1830,1795,7,65,8,2694,164,5200
8,412,64000,6,1,19,1,2,1,3515,1500,1510,5,32,12,998,68,6200
31,637,78000,6,1,40,3,2,1,4280,1767,1591,5,52,15,1692,129,4835
7,111,56000,2,1,27,1,2,1,3990,1680,1505,5,35,6,1498,99,3600
19,128,39000,6,0,45,1,2,1,3995,1745,1510,5,37,7,1197,82,6000
18,765,55000,2,1,54,3,2,2,4456,1820,1995,8,60,8,1997,120,4000
8,510,53000,6,0,27,3,2,1,3765,1660,1520,5,43,7,1197,81,6000
19,372,1374,0,1,45,1,2,2,3675,1475,1800,5,40,4,1196,73,6000
21,157,68000,2,0,27,1,2,2,4686,1810,1442,5,66,7,1950,192,3800
8,401,35000,6,1,45,1,2,1,3985,1734,1505,5,45,6,1197,82,6000
1,14,39000,2,0,15,1,2,2,4899,2094,1464,5,65,9,1995,190,4000
0,46,62000,2,0,11,1,2,1,4701,1826,1427,5,63,14,1968,177,4200
7,234,11000,6,0,45,1,2,1,4440,1695,1495,5,40,4,1497,117,6600
19,824,11000,6,1,6,1,2,1,3840,1735,1530,5,37,5,1197,82,6000
19,804,102000,6,1,64,3,2,1,3995,1695,1555,5,42,11,1197,85,6000
19,376,7000,6,1,27,1,2,2,3675,1475,1825,7,40,3,1196,72,6000
8,418,20000,6,1,45,1,2,1,3495,1550,1500,5,32,13,814,55,5500
8,518,25000,6,1,27,1,2,1,3765,1660,1520,5,43,6,1197,81,6000
0,56,22000,6,0,15,1,2,1,4762,1847,1433,5,54,3,1984,188,4200
19,814,65000,2,1,27,1,2,1,3840,1735,1530,5,37,7,1248,74,4000
6,365,47000,6,1,28,1,2,1,3999,1765,1708,5,52,12,1499,109,6300
25,330,2000000,2,1,59,1,2,1,4315,1822,1695,5,50,9,1461,108,3900
1,961,27011,2,0,10,3,2,0,4886,1938,1762,5,52,9,2993,258,4000
10,970,45545,2,0,10,3,2,2,4795,1967,1416,5,56,7,1999,177,4000
21,484,18000,2,0,10,1,2,0,4819,2141,1796,5,93,7,2987,255,3400
31,637,72782,6,1,6,1,2,1,3970,1682,1453,5,45,11,1198,74,5400
19,92,16800,6,1,45,1,2,1,3545,1490,1475,5,35,8,998,67,6000
30,1015,40900,6,0,56,1,1,1,4425,1730,1495,5,42,6,1496,106,6000
7,925,39000,6,1,25,1,1,1,3999,1734,1601,5,40,8,1199,89,6000
1,948,77000,2,0,67,1,2,2,4454,2044,1545,5,63,9,1995,184,4000
18,761,120000,2,1,59,3,2,2,4456,1820,1995,7,60,7,2179,140,3750
7,102,38700,6,1,42,1,2,1,3990,1680,1505,5,35,8,1198,87,6000
19,980,7239,6,1,69,1,2,1,4445,1775,1700,6,45,4,1462,103,6000
1,10,14000,6,0,45,1,2,2,4633,1811,1429,5,57,5,1998,248,5200
8,517,76000,6,1,18,1,2,1,3765,1660,1520,5,43,11,1197,81,6000
1,0,11000,2,0,56,1,2,1,4526,1800,1420,5,50,5,1995,188,4000
19,913,81300,2,1,40,1,2,1,3995,1790,1640,5,48,6,1248,89,4000
31,639,76000,2,1,39,1,2,1,3970,1682,1453,5,45,12,1598,103,4400
29,851,91460,6,1,32,1,2,1,3746,1647,1535,5,35,7,1199,84,6000
14,445,45000,2,0,15,1,2,0,4360,2120,1635,5,57,7,1999,177,4000
18,759,47000,2,1,54,1,2,2,4430,1817,1975,8,60,12,2179,120,4000
21,478,50000,2,0,15,1,2,0,4656,1890,1639,5,66,7,2143,168,3000
1,25,133273,2,0,56,1,2,2,5219,1902,1481,4,52,11,2993,258,4000
31,882,60500,6,0,67,1,2,1,4390,1699,1467,5,55,8,1197,103,5000
21,598,81000,2,0,1,1,2,0,4781,1911,1774,5,95,11,2987,234,3800
14,317,22000,2,0,15,3,2,0,4988,2220,1846,5,52,5,1999,237,4000
6,543,88000,2,1,70,1,2,1,4145,1632,1440,5,43,16,1399,68,4000
17,265,19759,2,0,12,1,2,1,3982,1727,1425,5,44,5,1496,114,4000
30,268,77000,6,1,20,1,2,1,4540,1760,1480,5,55,14,1794,132,6000
8,905,58200,6,0,45,1,2,1,4370,1700,1475,5,43,10,1591,121,6300
30,872,4000,4,0,15,1,2,0,4935,1850,1895,7,58,3,2494,115,4700
19,191,42000,6,1,6,1,2,1,3600,1600,1560,5,35,10,998,67,6000
8,379,63000,6,0,45,1,2,1,4530,1775,1470,5,56,12,1797,147,6500
7,233,42855,6,1,56,1,2,1,4440,1695,1495,5,40,7,1497,117,6600
25,334,24000,2,1,6,1,2,1,4315,1822,1695,5,50,7,1461,84,3750
19,188,34000,6,1,11,1,2,1,3695,1600,1560,5,35,6,998,67,6000
12,782,9500,6,1,15,1,2,1,4315,1800,1637,5,50,3,1497,113,6300
10,977,32000,2,0,56,3,2,2,5252,1899,1457,5,83,11,2993,271,4000
8,895,97000,2,1,29,1,2,1,4375,1700,1475,5,43,7,1582,126,4000
8,907,72900,6,0,45,3,2,1,4370,1700,1475,5,43,11,1591,121,6300
0,677,28000,6,0,27,1,2,0,4986,1995,1705,5,85,4,2995,335,5000
19,811,6000,6,1,15,1,2,1,3845,1735,1530,5,37,3,1197,89,6000
1,956,24500,2,0,45,1,1,0,4752,1918,1621,5,68,4,2993,260,4000
8,1033,41000,6,0,56,1,2,1,3585,1595,1550,5,35,12,1197,79,6000
7,240,50000,6,1,54,1,2,1,4440,1695,1495,5,40,7,1497,117,6600
19,310,66000,2,0,74,1,2,1,3995,1735,1515,5,37,7,1248,74,4000
29,527,38000,2,0,45,1,2,1,4598,1894,1706,5,50,3,1956,168,3750
11,261,17000,6,0,15,1,2,1,4405,1818,1640,5,60,4,1368,161,5500
8,902,74000,2,1,44,1,2,1,4370,1700,1475,5,43,11,1582,126,4000
19,942,22000,6,1,23,1,2,1,3655,1620,1675,5,32,4,1692,129,4835
27,696,20690,6,0,6,1,2,1,4413,1699,1466,5,55,7,1598,104,5200
8,894,40000,2,1,40,1,2,1,4375,1700,1475,5,43,6,1582,126,4000
8,284,50000,6,0,45,1,2,1,4270,1780,1630,5,60,7,1591,122,6400
1,18,70000,2,0,45,3,2,2,4899,2094,1464,5,52,12,1995,217,4400
1,963,20000,6,0,10,1,2,0,4935,2004,1696,5,83,4,2998,335,5500
19,978,47248,6,0,29,1,2,1,4445,1775,1700,6,45,5,1462,103,6000
29,860,9000,6,0,56,1,2,1,3993,1677,1532,5,35,4,1199,84,6000
8,902,78000,2,1,1,3,2,1,4370,1700,1475,5,43,12,1582,126,4000
0,61,51000,2,0,27,1,2,1,4933,1874,1455,5,75,7,1968,190,3800
8,288,34841,6,1,27,1,2,1,4270,1780,1665,5,55,7,1591,122,6400
8,1044,46000,6,1,27,1,2,1,3995,1710,1505,5,45,11,1197,83,6000
7,228,61000,2,1,59,1,2,1,4440,1695,1495,5,40,10,1498,99,3600
0,36,55000,2,0,45,1,2,1,4456,1796,1416,5,50,11,1968,141,3500
19,818,58736,6,1,37,1,2,1,3850,1695,1530,5,42,5,1197,83,6000
19,201,34000,6,1,15,1,2,1,4490,1730,1485,5,43,6,1462,103,6000
18,987,47000,2,1,59,1,2,1,4585,1890,1785,7,70,7,2179,153,3750
8,394,47000,6,1,15,1,2,1,3985,1734,1505,5,45,8,1197,82,6000
18,842,79000,2,1,47,1,2,0,3920,1710,1930,7,60,8,2498,105,3800
8,388,12020,6,0,45,1,2,1,3995,1775,1505,5,37,4,1197,87,6000
8,295,7000,2,1,1,1,2,1,4300,1790,1635,5,50,5,1493,113,4000
0,45,15000,2,0,15,1,2,1,4701,1826,1427,5,63,11,1968,141,4200
1,954,82000,2,0,10,3,2,0,4648,1881,1661,5,67,11,1995,184,4000
1,13,6000,2,0,45,1,2,2,4936,1868,1479,5,65,3,1995,188,4000
8,278,68000,2,1,7,1,2,1,4270,1780,1630,5,60,6,1396,89,4000
0,674,24000,2,0,24,1,2,0,5052,1968,1740,7,75,8,2967,245,2910
8,888,56000,2,1,30,1,2,1,3995,1770,1605,5,45,5,1493,99,4000
18,992,25000,2,1,45,1,1,1,4585,1890,1785,7,70,10,2179,138,3750
3,498,34000,6,1,39,1,2,1,3995,1635,1490,7,35,8,1198,67,5000
8,890,10700,6,1,29,1,2,1,3995,1770,1605,5,45,4,998,118,6000
8,399,25000,6,0,45,1,2,1,3995,1775,1505,5,37,4,1197,87,6000
7,98,54000,6,0,73,3,2,1,3995,1695,1501,5,35,6,1199,89,6000
8,1049,75000,2,1,6,1,2,1,3940,1710,1505,5,45,11,1396,90,4000
19,131,88000,2,1,32,1,2,1,3995,1745,1500,5,37,9,1248,74,4000
0,657,139000,2,0,29,3,2,0,4385,1831,1608,5,64,9,1968,174,4200
27,586,1300,6,1,45,1,2,1,4225,1760,1612,5,50,3,999,114,5000
8,898,20000,6,1,15,1,2,1,4375,1700,1475,5,43,6,1591,121,6300
22,632,122000,2,0,38,1,2,2,4695,1815,1840,7,70,7,2477,176,4000
8,404,38000,2,1,54,1,2,1,3985,1734,1505,5,45,9,1396,89,4000
16,534,18500,2,1,27,1,2,1,4655,1835,1760,5,60,4,1956,169,3750
8,292,27800,2,1,24,1,2,1,4300,1790,1635,5,50,3,1493,113,4000
19,818,46027,6,1,27,1,2,1,3850,1695,1530,5,42,6,1197,83,6000
30,1014,23148,6,0,6,1,2,1,4425,1730,1495,5,42,7,1496,106,6000
27,624,28000,6,0,45,1,2,1,4670,1814,1476,5,50,8,1798,177,5100
19,822,11874,6,0,56,1,2,1,3840,1735,1530,5,37,6,1197,82,6000
8,288,50000,6,1,45,1,2,1,4270,1780,1630,5,60,8,1591,122,6400
1,15,88000,2,0,6,4,2,2,4899,2094,1464,5,52,11,1995,184,4000
6,411,75000,2,0,44,3,2,2,4892,1860,1837,7,80,9,2198,158,3200
1,6,15500,2,0,15,1,2,2,4633,1811,1429,5,57,6,1995,188,4000
19,210,82445,2,1,27,3,2,1,4490,1730,1485,5,43,9,1248,89,4000
7,233,75574,6,1,29,3,2,1,4440,1695,1495,5,40,11,1497,117,6600
19,928,64000,0,1,45,1,2,1,3599,1495,1700,5,35,10,998,58,6200
8,1034,75000,6,1,56,1,2,1,3585,1595,1550,5,35,13,1197,79,6000
6,371,14095,6,1,15,1,2,1,3999,1765,1708,5,52,6,1499,109,6300
0,61,17000,2,0,15,1,2,1,4933,1874,1455,5,75,8,1968,190,3800
25,333,70000,2,1,15,1,2,1,4315,1822,1695,5,50,11,1461,108,3900
19,427,68000,2,1,15,1,2,1,4296,1695,1685,7,45,8,1248,89,4000
19,818,40000,6,1,54,3,2,1,3850,1695,1530,5,42,7,1197,83,6000
10,977,39000,2,0,15,1,2,2,5252,1899,1457,5,83,10,2993,271,4000
8,281,72000,2,1,1,1,2,1,4270,1780,1630,5,60,9,1582,126,4000
19,420,39000,2,1,27,1,2,1,4296,1695,1685,7,45,9,1248,89,4000
19,131,62000,2,1,40,1,2,1,3995,1745,1500,5,37,9,1248,74,4000
6,407,41086,2,0,56,3,2,0,4903,1869,1837,7,80,4,1996,168,3500
1,4,65000,2,0,36,3,2,2,4633,1811,1429,5,57,12,1995,188,4000
27,585,7900,6,0,56,1,2,1,4225,1760,1612,5,50,4,999,114,5000
12,789,22000,2,0,45,1,2,1,3995,1790,1647,5,45,4,1493,113,4000
31,862,73000,2,0,12,3,2,0,4486,1839,1672,5,71,7,1968,141,4000
27,624,55000,6,0,27,3,2,1,4670,1814,1476,5,50,9,1798,177,5100
27,794,6900,2,0,15,1,2,1,4861,1864,1483,5,66,6,1968,174,3600
19,811,65000,6,1,32,1,2,1,3850,1695,1530,5,42,8,1197,83,6000
7,609,48000,2,1,45,1,2,1,4386,1683,1603,7,42,10,1498,99,3600
19,76,48000,6,1,32,3,2,1,3395,1490,1475,5,35,7,796,47,6000
19,927,18000,6,1,15,1,2,1,3599,1495,1700,5,35,7,998,67,6200
26,491,27000,6,0,15,4,2,2,5569,1948,1550,5,82,14,6592,570,5250
21,148,78000,2,0,44,1,2,2,4596,1770,1447,5,66,13,2143,170,4200
8,744,87938,2,0,6,3,2,0,4690,1880,1690,7,64,11,2199,194,3800
8,754,43000,0,1,45,1,2,1,3610,1645,1560,5,60,6,1086,58,5500
21,150,95200,2,0,45,1,1,2,4581,1770,1447,5,66,17,2148,170,3700
19,804,26000,6,1,15,1,2,1,3995,1695,1555,5,42,9,1197,83,6000
19,187,70000,6,0,1,1,2,1,3600,1600,1560,5,35,10,998,67,6000
19,933,31000,0,1,15,1,2,1,3655,1620,1675,5,60,6,998,58,5500
1,5,103000,2,0,39,3,2,2,4624,2031,1429,5,52,11,1995,184,4000
8,1030,54556,6,1,39,1,2,1,3585,1595,1550,5,35,13,1197,79,6000
19,311,74000,6,1,56,1,2,1,3995,1735,1515,5,37,6,1197,89,6000
25,594,64000,6,1,44,1,2,1,3679,1579,1478,5,28,9,799,53,5678
19,722,85000,2,1,33,3,2,1,4300,1765,1590,5,48,9,1598,118,3750
19,818,54000,6,1,44,1,2,1,3850,1695,1530,5,42,7,1197,83,6000
11,258,57000,6,0,27,1,2,1,4395,1818,1640,5,60,6,1368,160,5500
14,325,38000,2,0,68,1,2,0,4600,2173,1690,7,65,7,1999,177,4000
8,283,68566,2,0,1,1,2,1,4270,1780,1630,5,60,10,1582,126,4000
30,268,68195,6,1,1,1,2,1,4540,1760,1480,5,55,16,1794,132,6000
19,203,57000,6,1,15,1,2,1,4490,1730,1485,5,43,8,1373,91,6000
8,290,45000,6,0,15,1,2,1,4300,1790,1635,5,50,4,1353,138,6000
19,187,60116,6,0,6,1,2,1,3600,1600,1560,5,35,11,998,67,6000
19,809,82202,2,1,30,3,2,1,4160,1690,1530,5,43,15,1248,75,4000
19,936,51000,6,1,12,3,2,1,3520,1475,1690,5,35,17,1061,67,6200
21,166,24000,2,0,45,1,2,1,4630,1777,1432,5,52,7,2143,134,3600
19,208,86000,2,1,39,1,2,1,4490,1730,1485,5,43,8,1248,89,4000
7,922,41000,2,1,58,1,2,1,3999,1734,1601,5,40,7,1498,99,3600
7,232,76000,2,1,0,1,2,1,4440,1695,1495,5,40,10,1498,99,3600
19,814,120000,2,1,27,1,2,1,3850,1695,1530,5,42,14,1248,74,4000
1,949,12500,6,0,15,1,2,1,4447,1821,1598,5,51,4,1998,189,5000
24,28,6300,6,0,27,1,1,2,4379,1801,1281,2,54,7,1988,295,6500
19,806,114000,6,1,45,1,2,1,4160,1690,1530,5,43,16,1298,87,6000
19,184,25862,6,1,36,1,2,1,3600,1600,1560,5,35,10,998,67,6000
27,584,35000,2,0,56,1,2,1,4697,1882,1665,7,63,7,1692,129,4835
6,456,72000,2,1,27,1,2,1,3795,1680,1427,5,45,15,1399,69,4000
8,286,90000,2,1,39,1,2,1,4270,1780,1630,5,60,10,1582,126,4000
7,233,38000,6,1,24,1,2,1,4440,1695,1495,5,40,9,1497,117,6600
21,347,7000,2,0,45,1,2,2,5063,1860,1494,5,80,4,1950,192,3800
1,960,83985,2,0,56,3,2,0,4886,1938,1762,5,52,8,2993,258,4000
7,99,74237,6,1,49,1,2,1,3995,1695,1501,5,35,6,1199,89,6000
1,948,53000,2,0,15,3,2,2,4454,2044,1545,5,63,7,1995,184,4000
19,76,52303,6,1,7,1,0,1,3395,1490,1475,5,35,9,796,47,6000
19,125,42356,6,1,73,1,2,1,3995,1745,1500,5,37,6,1197,83,6000
19,736,84000,2,1,15,1,2,1,4490,1735,1560,5,50,12,1248,89,4000
30,439,114000,2,1,3,1,2,1,3775,1695,1510,5,45,9,1364,67,3800
8,911,26894,6,0,27,1,2,1,4440,1729,1475,5,45,6,1591,121,6400
21,156,70000,2,0,56,3,2,2,4686,1810,1442,5,66,8,2143,168,3000
30,465,98352,2,1,54,1,2,2,4705,1840,1850,7,80,13,2982,169,3600
8,1026,107000,6,1,12,4,2,1,3565,1595,1550,5,35,16,1086,67,5500
1,18,68000,2,0,56,1,2,2,4899,2094,1464,5,52,11,1995,217,4400
30,461,52000,2,0,45,1,2,2,4795,1855,1835,7,80,8,2755,174,3400
15,358,31059,6,0,6,1,2,2,4915,1820,1450,5,65,8,2494,202,5700
19,721,114000,2,1,20,1,2,1,4300,1765,1590,5,48,8,1598,118,3750
1,959,35000,2,0,15,1,2,0,4886,1938,1762,7,52,8,2993,258,4000
18,826,44000,2,1,45,1,2,2,3995,1835,1839,7,60,8,1493,100,3750
8,1037,72000,2,1,11,1,2,1,3995,1760,1555,5,45,8,1396,89,4000
21,157,8000,2,0,15,1,2,2,4686,1810,1442,5,66,6,1950,192,3800
19,87,54000,6,1,44,1,2,1,3620,1475,1460,5,35,11,998,67,6200
21,472,99000,2,0,11,3,2,1,4417,1804,1494,5,50,10,2143,134,3600
18,826,88000,2,1,27,1,2,2,3995,1795,1817,7,60,6,1493,100,3750
14,683,11000,2,0,27,3,2,0,5199,2220,1840,4,105,5,2993,244,4000
6,407,19000,2,0,27,1,2,0,4903,1869,1837,7,80,4,1996,168,3500
16,532,33000,6,0,1,1,2,1,4655,1835,1760,5,60,4,1451,141,5000
19,422,44153,2,1,54,1,2,1,4395,1735,1690,7,45,7,1248,89,4000
14,322,32368,2,0,11,1,2,0,4600,2069,1724,7,65,5,2179,188,3500
8,894,42000,2,1,40,1,2,1,4375,1700,1475,5,43,9,1582,126,4000
10,972,56000,2,0,11,1,2,2,5067,2091,1457,5,66,5,1999,177,4000
29,614,10000,3,0,45,1,2,1,3993,1811,1606,5,52,5,1692,129,4835
14,682,63000,2,0,6,1,2,0,4999,2220,1835,5,105,6,2993,244,4000
8,505,49422,6,0,56,1,2,1,3765,1660,1520,5,43,8,1197,81,6000
16,531,19000,6,0,45,1,1,1,4720,1835,1760,6,60,4,1451,141,5000
7,231,75258,6,0,45,1,2,1,4440,1695,1495,5,40,10,1497,117,6600
8,754,46000,0,1,0,1,2,1,3610,1645,1560,5,60,6,1086,58,5500
19,135,68921,2,1,27,1,2,1,3995,1745,1500,5,37,9,1248,74,4000
8,894,79800,2,1,33,1,2,1,4375,1700,1475,5,43,7,1582,126,4000
31,644,53000,6,1,42,3,2,1,3970,1682,1453,5,45,12,1198,74,5400
